user_id	account	trn_time	trn_amt
768	SA94 45I5 CFBB K0NK CIIF BJXS	12/16/2015	$269.92
769	AT57 6250 4706 6620 4572	10/2/2016	$995.66
770	FR73 8548 8668 40A0 JJKW L68W P98	3/31/2016	$914.75
771	GR90 7108 152Q KM6X HRZL DQ6J YWW	9/12/2016	$213.71
772	MU67 OMHG 4450 1379 7388 1007 326E HA	2/27/2016	$675.04
773	DE45 5945 6991 7606 3341 03	4/27/2016	$681.20
774	DE88 1202 2425 0077 1002 16	7/6/2016	$168.14
775	FR17 5867 2814 42FA MYEN YLDD J03	2/13/2016	$166.23
776	GL57 6661 7947 5221 81	12/28/2015	$739.28
777	RS62 2201 0339 9097 4898 49	11/29/2015	$149.75
778	BG64 QUHB 1580 73ZG GIHY LG	8/19/2016	$411.21
779	HU48 6896 3213 0132 6218 6341 6597	5/13/2016	$813.55
780	IT62 Q514 6757 247V ITRH 9YGO 2L9	1/25/2016	$751.38
781	FR06 8564 5961 450O 0LM5 SEYL R60	1/11/2016	$735.75
782	RO69 IKCB TTHX B4FH GBZJ YC1I	11/2/2016	$482.08
783	HR14 5679 4781 0111 2368 4	8/19/2016	$475.86
784	AZ31 UAHK WM2T 9ZK2 ETAU LOMV JRQZ	6/2/2016	$98.38
785	KW76 RMMQ SDQI YKXB VX3C 2MQO N7QU E9	11/23/2015	$515.83
786	FR80 5780 8170 03BZ KJNK ADD3 A42	3/19/2016	$631.02
787	SK41 2629 7959 1028 9539 5259	8/12/2016	$983.63
788	FR86 6279 2044 86XR WIPC AIPM K93	1/12/2016	$380.19
789	MC50 5027 4641 78LL BRDW BEJ7 V14	3/7/2016	$279.25
790	MD12 EDPH B7OC G1N1 PTAM EQ5K	5/9/2016	$613.26
791	PK39 OEOV RPFO Y3IE UHSE PBM7	3/5/2016	$951.89
792	TN87 7129 0382 1219 1423 6039	1/13/2016	$195.11
793	MT74 MAPB 7012 56ZA LGND 8GNY APPX ZWX	6/7/2016	$487.70
794	DO89 M9FY 4248 5918 9570 4471 8931	9/14/2016	$355.99
795	KZ54 456L QXKJ B5SA PBDC	5/8/2016	$952.09
796	BH43 GUEL D7VC DA4I XR5F OK	4/16/2016	$555.17
797	LU61 554Z USX6 3E3Q 8T91	8/30/2016	$119.70
798	KZ47 901U N4YF G4YU PEKQ	3/13/2016	$126.40
799	SI26 2031 6871 3552 860	4/2/2016	$854.91
800	BH85 OLVR QIZQ DVAJ WSR8 EZ	10/4/2016	$986.15
801	SK13 5262 9572 5693 9922 4847	12/11/2015	$635.16
802	HU13 1332 5073 0232 4545 1205 5239	8/31/2016	$229.59
803	FR93 7648 9278 26P9 ZBSP HDAW E64	2/13/2016	$523.32
804	LV14 VSPW AJAT S8LX XOIX H	12/29/2015	$528.62
805	LI33 5738 99FU IWUV AL9S E	9/17/2016	$848.63
806	MR07 5266 5823 3477 7965 5898 082	6/4/2016	$224.69
807	MU23 WWGV 2758 3754 4260 0726 921M UE	10/22/2016	$859.83
808	TR80 6824 4OND 0AKQ 7SMU MZYC KC	2/18/2016	$564.41
809	GT38 JYTJ 9AFD NLIW 2VFE VNMV DTPX	3/28/2016	$114.56
810	IS84 3651 0013 9480 2912 7791 56	6/24/2016	$508.28
811	FR78 7333 9890 07FZ ETWD DPUS O74	12/2/2015	$860.87
812	NO02 5934 6348 817	9/11/2016	$764.91
813	FR96 7254 3863 684V DCZS OBY7 S87	11/12/2015	$267.34
814	AZ92 PSTQ 3R8C Q23R HFSI V74E IJGM	8/16/2016	$172.88
815	FR83 9830 4067 74MJ PCWZ XK7Z W27	4/12/2016	$443.96
816	IS68 4442 4363 9538 1606 2518 28	8/17/2016	$679.39
817	FR79 7884 1552 76XO GFPU NTAM D97	9/12/2016	$827.19
818	RS44 5544 6382 5602 9236 27	3/12/2016	$552.50
819	TN46 4606 0864 0633 2602 3298	4/4/2016	$645.12
820	CH34 3903 53DU QTPN OIGP X	6/20/2016	$136.74
821	BE58 1956 6073 1399	11/19/2015	$277.75
822	SA36 67OV SBT0 5QZC VSII 5SPF	3/20/2016	$113.57
823	FR84 4115 1717 79JD L7TJ VN6T P86	3/29/2016	$573.85
824	GL87 0641 8887 4239 02	11/10/2016	$288.17
825	NO57 7634 6545 517	9/3/2016	$301.42
826	EE79 8339 7298 0723 7140	6/25/2016	$473.74
827	MR74 3605 7767 8321 4866 3807 558	10/14/2016	$933.25
828	GB17 WEAA 1270 3153 1563 85	11/19/2015	$585.51
829	LB61 5764 JY5M OUX3 OWJL PLB3 FJ3K	1/16/2016	$562.83
830	SI92 2524 5740 6074 034	7/3/2016	$386.17
831	AZ86 TGME 9UFT 7MKX X5H1 IGNI RA2F	7/20/2016	$197.93
832	SE42 2530 4799 1905 5876 5048	10/11/2016	$879.02
833	MR98 6890 9870 4452 4916 1664 582	10/1/2016	$975.32
834	GL87 2676 4001 1616 17	3/9/2016	$594.85
835	KW67 GXMO UUZL Q9XJ SVO9 C26I QJ1H DY	8/12/2016	$429.21
836	SI81 1711 1258 2457 934	7/25/2016	$607.81
837	LB60 8828 V0HR BGVG EN2Z GQEA TNRI	5/11/2016	$942.02
838	CY96 2088 7021 IBXF PIF0 UCBC FNLH	1/4/2016	$301.87
839	LV50 YKMN GAC1 SOTE 8DTE L	9/2/2016	$158.61
840	IT93 F296 5121 047L 4IGU ENHS 1L9	12/7/2015	$495.75
841	IS65 3873 6464 7337 6099 3896 53	12/11/2015	$841.50
842	IL87 8929 2389 7093 4570 293	1/19/2016	$703.42
843	AZ02 EIXL RI3S EXLC GG6Z K716 NH2Q	3/23/2016	$760.47
844	LU19 586S GPMJ 3VB7 CZHR	5/2/2016	$777.85
845	SA24 74SU FLJA PKZZ 3L4G DDE3	1/17/2016	$732.63
846	FR54 9118 2827 37SJ ZO02 R3BU 961	4/26/2016	$805.00
847	DO87 VLRZ 3994 1951 6792 5826 9968	2/10/2016	$818.58
848	DO58 DHMS 7330 0447 2775 7214 8840	7/2/2016	$220.98
849	IL75 0223 0380 6951 6068 837	8/15/2016	$153.98
850	DE49 0013 0042 8290 5144 63	2/10/2016	$562.27
851	ME43 1353 9425 1393 1306 18	10/15/2016	$152.84
852	ES70 8786 6006 8192 2048 5412	6/21/2016	$192.97
853	MC69 4619 7152 64P7 VGON 61MX J49	4/10/2016	$507.39
854	FR70 1716 4898 93PI CXAA K0S9 E59	7/2/2016	$748.03
855	FR88 0717 6652 24UU CXCV 7HGG L76	3/16/2016	$883.47
856	CY08 5114 6798 XBK6 7CN9 C7GK G16Q	5/24/2016	$191.18
857	LT27 3632 2388 0627 3542	1/23/2016	$327.50
858	AZ59 PYAP TTQO GDCP OZRL R5AR CPTO	6/22/2016	$849.64
859	NL33 AUBC 8267 4803 75	9/27/2016	$688.03
860	FR97 8477 5887 05FP Y9YP BBGW J28	10/24/2016	$410.57
861	VG41 ZZWX 4744 6432 6089 8702	6/15/2016	$618.97
862	FR37 9845 9025 39BC WM8H UHM4 X54	4/29/2016	$612.51
863	FR59 8438 8084 751O FGYH IR9J Y31	7/13/2016	$932.22
864	HR98 4284 3873 9343 3451 2	8/28/2016	$818.17
865	LB40 7283 ZL8B FQLB 5HTL RIAV 3N82	3/3/2016	$632.97
866	GR12 6698 776U EF5J WCEK RFUO YYP	11/25/2015	$92.44
867	PT76 2746 8548 4878 7605 4787 7	2/23/2016	$217.71
868	IS82 1080 4506 8191 8809 8077 81	9/20/2016	$192.69
869	IL88 6455 5404 3987 5606 224	11/4/2016	$561.58
870	LB53 7189 QN06 JGTQ PQAL HOLK TZIO	1/16/2016	$448.69
871	FR45 2935 2831 82UX VDDH 5B4F 733	1/21/2016	$207.48
872	LU31 035R VQWP WODU FOKK	12/8/2015	$833.10
873	DK17 3905 9677 0558 68	12/26/2015	$841.79
874	LB97 8271 RSXQ G4JP NJBG YSZ2 LDQN	5/12/2016	$328.18
875	FR61 6371 4677 27L7 F2KA ZWN5 V20	4/30/2016	$231.85
876	DO76 YUEH 2002 3823 9182 8322 8314	1/27/2016	$880.39
877	MC94 9707 5857 41U9 BMZR A5MK Z21	11/29/2015	$524.01
878	PK80 ILKN MAOI YXW3 HS5E KUC1	2/12/2016	$889.07
879	FR07 9981 9288 55BV AKZ1 1CJD Y55	12/13/2015	$291.62
880	BA22 3071 8970 4791 7201	10/24/2016	$392.63
881	NO52 5631 3021 826	3/30/2016	$186.11
882	GR69 6876 8893 3RJ1 MOVK 97US YE1	7/2/2016	$83.84
883	FR92 7239 1525 57DP VURB P41O Q98	8/11/2016	$895.56
884	RS69 6606 4844 9060 3867 79	2/10/2016	$962.32
885	FR97 8173 8382 8104 IBPD 5AJF O81	7/14/2016	$246.13
886	FR35 2061 2830 483H LZS7 HGPB G68	9/21/2016	$443.80
887	FR89 4645 7043 90FG TRMX HNID V01	3/28/2016	$289.38
888	FR28 0762 9904 155N AWT3 JUXW 239	11/23/2015	$171.48
889	ME70 6738 4205 3196 4768 80	7/21/2016	$449.96
890	GR91 3181 597J T4SS VV4D XTDP KVY	7/10/2016	$311.83
891	FR42 1066 5832 20MB XOU5 BZNX H99	10/7/2016	$199.27
892	KW71 OTVQ O6MB IFTZ BHHX OYQP T9RS RZ	12/29/2015	$81.39
893	PS88 KQMF QZB5 FXCO WBQA HWVO K2L1 O	11/27/2015	$389.00
894	GR84 6507 738L JKU4 DPBO VKM4 SOE	10/9/2016	$309.39
895	PS06 GTQQ 17MU H1ZX CBAK QJWD Z3ZP T	11/27/2015	$856.56
896	VG38 AFOB 4088 0039 8278 9670	10/8/2016	$765.32
897	CR89 0924 8817 6892 6553 1	11/26/2015	$998.50
898	AL46 1051 2171 FBCT GCVE NNZN DLVL	4/1/2016	$271.17
899	GT49 GRWJ OOLH XOAK CV1M SL7C VFF6	8/25/2016	$747.78
900	DE92 4633 7953 9855 0336 14	10/13/2016	$940.64
901	IS90 5214 3971 0739 5538 1732 73	7/23/2016	$131.83
902	LT15 5408 3587 8295 4616	8/5/2016	$136.95
903	LV49 FEPI WDYU 2VTM 2VSR M	9/29/2016	$776.75
904	MR19 2101 0032 8540 9775 8589 045	7/12/2016	$500.00
905	FR48 7563 6143 46NE TGYA G9S8 321	1/7/2016	$487.16
906	EE51 7574 8129 0436 9296	7/29/2016	$219.94
907	SK96 9961 5342 2767 6965 0991	8/30/2016	$658.51
908	PS74 WEGW TNIE GTD4 TM6I BMVG UJRH M	1/8/2016	$423.16
909	SK14 4663 3455 4229 2451 3438	5/28/2016	$438.46
910	FR33 7326 3186 65DU RDIX 7Q1T H96	11/5/2016	$159.05
911	BE83 7935 7793 4794	11/18/2015	$626.06
912	MT55 ARPH 9117 2FWM C6HJ PV1O 3E2N K6X	10/8/2016	$313.75
913	AD28 6326 9752 SO3R NKTX 7QUO	12/20/2015	$566.74
914	DK47 7038 2351 0141 56	3/28/2016	$714.52
915	CY53 5186 6559 O8IB VDZX T2OL 7ACT	8/18/2016	$91.66
916	FR64 4950 9436 41NC N0FQ OJP6 G66	4/20/2016	$484.23
917	IS91 9771 8200 8340 3115 1292 08	2/5/2016	$704.77
918	PK58 VZEP IXH8 UOP5 K1GJ BFEV	12/13/2015	$196.71
919	KW84 VNIR SIKZ XRVS UHB5 IFON GMXT SZ	8/8/2016	$867.47
920	AL68 8704 2566 KJK3 XIKM YKCK UWUW	8/11/2016	$755.28
921	FO50 3747 8648 0770 67	11/7/2016	$783.93
922	AD29 9224 6307 SYBA PPJB S8XE	3/3/2016	$289.04
923	BG09 CTSD 3385 10P4 HNED RR	12/12/2015	$420.84
924	FR79 7348 1689 118Z XXO0 HVIZ 957	1/10/2016	$174.33
925	PL67 8896 5902 3820 8888 5218 8324	4/30/2016	$872.00
926	DK02 3382 8839 1678 29	12/10/2015	$673.46
927	HR12 1729 5782 7301 5891 4	7/31/2016	$953.77
928	SM77 Z146 8630 685V IO1K QXAA ISH	7/21/2016	$791.14
929	ES05 3870 0397 1968 4989 3760	5/28/2016	$336.45
930	IL16 7940 0136 8836 8092 700	9/26/2016	$914.57
931	AD57 1018 7792 RUQU FI0A ZGAA	7/14/2016	$654.06
932	LB57 0815 VCYE YR0W 49XF VTCD BYVM	8/16/2016	$828.59
933	AD23 5239 7123 LZZ6 KEOY TSBE	8/7/2016	$104.46
934	SE20 7139 3797 6930 4294 4589	1/27/2016	$328.73
935	SK06 1104 0120 7025 3447 4230	7/7/2016	$962.65
936	HU75 9042 4384 7642 6251 1639 7088	9/9/2016	$825.51
937	VG50 GUCB 5548 7595 9463 0821	4/19/2016	$725.59
938	IL57 8174 9655 6262 3765 715	5/16/2016	$171.66
939	KZ28 515Z D0HI 5WG9 EARJ	12/18/2015	$245.16
940	NL15 EQJH 1901 3649 74	3/21/2016	$337.91
941	GL48 5142 9614 8414 07	10/26/2016	$425.29
942	TR46 3592 9LDR QJYW 9PVF RCFR 9B	12/6/2015	$205.79
943	PS51 FPXJ FQWY LKRI ZV9D HKC9 3XWB V	1/8/2016	$371.27
944	ME05 2633 8250 4296 0934 84	2/24/2016	$331.64
945	SK98 1179 9517 4870 4840 9028	3/8/2016	$123.67
946	IE15 MDIG 3655 5464 2375 11	12/21/2015	$617.20
947	GL94 8030 3592 6554 39	11/18/2015	$884.03
948	FR87 3950 2643 39H7 92EX NGIC A59	10/2/2016	$861.41
949	EE93 6535 6403 1746 3236	6/27/2016	$957.79
950	DE78 2416 5087 1342 9437 96	9/12/2016	$301.33
951	AT02 5858 4777 0621 4532	12/20/2015	$456.67
952	MR08 6422 5473 1579 3106 6531 344	12/18/2015	$139.83
953	GB95 YVOA 4712 5721 3479 53	12/6/2015	$158.13
954	LI19 9351 9527 ED6U SXY9 Q	10/5/2016	$977.86
955	ES40 1073 0009 8942 6292 0533	10/22/2016	$324.65
956	FO85 0759 9888 6511 86	1/10/2016	$631.75
957	FO83 1173 5576 4211 49	10/31/2016	$846.35
958	PT89 9263 6398 8955 1054 9630 0	5/15/2016	$363.57
959	FR96 7708 8191 97MY LIQY XTN4 D09	8/20/2016	$248.78
960	MU50 GWVC 7777 2982 0709 8982 788M VE	4/26/2016	$117.80
961	PT11 1805 1475 1036 9568 2137 7	7/7/2016	$445.14
962	CR70 1667 4662 4828 6039 7	2/29/2016	$779.16
963	PS72 OZZW ELHK PGXD JDNU UMBL UFUG 9	5/31/2016	$547.58
964	AL74 9021 9417 GRI1 1OLH I3HD W5TC	2/7/2016	$756.57
965	LB50 1486 OM0Q 6DYF 0TFO 9AGO KMJ7	6/4/2016	$525.48
966	GB09 ZMOT 7342 6277 1161 97	9/26/2016	$115.89
967	NL86 KJCN 8055 8005 45	12/13/2015	$690.58
968	GB60 PXPH 0487 6818 0220 23	12/2/2015	$125.75
969	IT42 I586 5326 164Y SXKZ GTOM 39Q	12/31/2015	$249.52
970	BG37 QWUG 7483 18KQ 7MTT 3W	1/4/2016	$826.84
971	FR55 3744 4545 571Z OBPM KUAI U94	8/3/2016	$304.94
972	MC45 2873 4180 65IQ TEGD WOOI K31	3/2/2016	$951.90
973	FR49 3966 1612 00J1 UDZ1 BKBI V03	8/12/2016	$727.86
974	SI51 4397 7531 6200 018	12/15/2015	$622.61
975	FR46 8748 2913 14DS 3IIG NRQ2 Y19	8/17/2016	$736.35
976	FR45 5765 7748 36UE 9XQU KZ0H E21	4/7/2016	$316.10
977	IE14 QPEL 5995 8920 2760 15	7/27/2016	$832.63
978	AT51 8578 1061 3031 0486	12/20/2015	$658.41
979	AE51 4994 4303 4055 8615 589	12/3/2015	$561.57
980	CZ26 4981 1306 9964 4207 9129	10/13/2016	$638.74
981	CR22 4697 2019 9663 3087 8	5/12/2016	$630.87
982	PL72 3883 9315 0385 5050 4107 1036	6/18/2016	$375.02
983	RO83 OLSG 4ZGK WMRC OFYQ F4OF	2/9/2016	$270.46
984	PT82 8438 2520 4892 9293 4100 0	1/21/2016	$242.26
985	VG87 NZIB 0964 0156 8995 9000	1/10/2016	$371.06
986	SE80 7627 5028 5389 6840 6820	8/28/2016	$938.64
987	RO74 ZAAJ YSVG UFA8 VHWT 00TE	10/17/2016	$165.86
988	GL87 7104 4090 2581 71	6/29/2016	$452.73
989	PS50 GCIJ 166Z WDUV DAZ3 VPLD FDI4 M	1/22/2016	$237.16
990	GB40 BDQI 9713 4416 4160 81	4/20/2016	$739.48
991	HU15 0239 1397 1932 7180 3530 3438	11/26/2015	$767.24
992	TN59 1897 6021 1377 2012 5852	5/28/2016	$815.54
993	MT45 NUOK 9659 5VEY PJEX KRKN MZCQ UDB	12/17/2015	$590.72
994	NL62 UULA 2489 2179 90	4/17/2016	$562.15
995	LU93 113W TDZ7 H6SR QQSN	5/23/2016	$980.53
996	FR51 7675 0082 370P 9ODX 93CC 140	10/19/2016	$90.68
997	LT66 3339 2705 4293 4603	7/25/2016	$938.50
998	HR73 7930 6001 6294 8862 8	9/14/2016	$100.60
999	DK08 2657 0110 9227 65	10/14/2016	$744.72
1000	DK07 0210 0405 9030 92	7/30/2016	$753.32
